Respondent ID,Start Date,Do you think you will participate in the 2020 presidential primary?,What best describes your political beliefs?,Are you a registered voter?,Which race/ethnicity best describes you? (Please choose only one.),Who do you think you will vote for in the 2020 general election?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,In what ZIP code is your home located? (enter 5-digit ZIP code; for example 00544 or 94305),Age,Gender,Household Income,Region,Device Type
11400127763,2020-03-07 04:40:52,Yes I will likely vote in my state's Republican primary or caucus,Slightly conservative,Yes,White or Caucasian,I'm not sure at this time,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,94509,> 60,Male,$50000-$74999,Pacific,Windows Desktop / Laptop
11400127473,2020-03-07 04:39:03,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,47374,45-60,Male,$50000-$74999,East North Central,iOS Phone / Tablet
11400126699,2020-03-07 04:39:37,Yes I will likely vote in my state's Republican primary or caucus,Moderately conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,33549,> 60,Male,$50000-$74999,South Atlantic,Other
11400124944,2020-03-07 04:36:59,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,Native Hawaiian or other Pacific Islander,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,90015,30-44,Male,$50000-$74999,Pacific,iOS Phone / Tablet
11400124275,2020-03-07 04:37:05,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,90405,30-44,Male,Prefer not to answer,Pacific,Other
11400121071,2020-03-07 04:31:52,Yes I will likely vote in my state's Democratic primary or caucus,Neither liberal nor conservative,Yes,Hispanic or Latino,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,90732,30-44,Male,$10000-$24999,Pacific,Android Phone / Tablet
11400117950,2020-03-07 04:30:11,I don't know or I'd rather not say,Neither liberal nor conservative,No,Hispanic or Latino,Probably the Democratic nominee,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,94305,18-29,Male,$50000-$74999,Pacific,iOS Phone / Tablet
11400116641,2020-03-07 04:27:43,Yes I will likely vote in my state's Republican primary or caucus,Very conservative,Yes,Asian or Asian American,Neither / I don't intend to vote.,,Rep. Tulsi Gabbard,,,,Rep. Tulsi Gabbard,,,,Rep. Tulsi Gabbard,,,,Rep. Tulsi Gabbard,,,,Rep. Tulsi Gabbard,,,10017,18-29,Male,$25000-$49999,Middle Atlantic,iOS Phone / Tablet
11400116177,2020-03-07 04:26:27,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Neither liberal nor conservative,Yes,White or Caucasian,Neither / I don't intend to vote.,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,,,,,,,,,,,,,,,3570,30-44,Male,$10000-$24999,New England,Android Phone / Tablet
11400115258,2020-03-07 04:27:11,Yes I will likely vote in my state's Democratic primary or caucus,Very conservative,Yes,Black or African American,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,94513,30-44,Male,$75000-$99999,Pacific,iOS Phone / Tablet
11400113150,2020-03-07 04:24:12,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Very conservative,No,Asian or Asian American,I'm not sure at this time,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,92804,30-44,Male,$75000-$99999,Pacific,iOS Phone / Tablet
11400112990,2020-03-07 04:24:02,Yes I will likely vote in my state's Republican primary or caucus,Moderately conservative,No,Hispanic or Latino,Probably the Democratic nominee,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,77095,18-29,Male,$25000-$49999,West South Central,iOS Phone / Tablet
11400112988,2020-03-07 04:24:43,Yes I will likely vote in my state's Republican primary or caucus,Slightly liberal,Yes,Black or African American,Probably the Republican nominee,,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,,Rep. Tulsi Gabbard,,,8332,18-29,Male,$10000-$24999,Middle Atlantic,Android Phone / Tablet
11400110949,2020-03-07 04:20:28,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,Hispanic or Latino,I'm not sure at this time,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,95355,18-29,Male,$50000-$74999,Pacific,iOS Phone / Tablet
11400110254,2020-03-07 04:21:15,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,93101,18-29,Male,$25000-$49999,Pacific,iOS Phone / Tablet
11400109921,2020-03-07 04:20:58,Yes I will likely vote in my state's Republican primary or caucus,Moderately conservative,Unsure / Don’t know,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,,,,,54584,18-29,Male,$0-$9999,,iOS Phone / Tablet
11400108313,2020-03-07 04:17:55,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Neither liberal nor conservative,Yes,White or Caucasian,I'm not sure at this time,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,,,,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,91326,30-44,Male,$0-$9999,Pacific,Android Phone / Tablet
11400108143,2020-03-07 04:19:31,Yes I will likely vote in my state's Democratic primary or caucus,Slightly liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,94602,30-44,Male,$100000-$124999,Pacific,Android Phone / Tablet
11400107986,2020-03-07 04:19:12,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,94080,45-60,Male,$75000-$99999,Pacific,Windows Desktop / Laptop
11400107258,2020-03-07 04:14:56,I don't know or I'd rather not say,Very liberal,Unsure / Don’t know,Another race,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,7666,30-44,Male,$50000-$74999,Middle Atlantic,Android Phone / Tablet
11400106709,2020-03-07 04:15:20,Yes I will likely vote in my state's Democratic primary or caucus,Slightly liberal,Yes,Asian or Asian American,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,11214,45-60,Male,$50000-$74999,Middle Atlantic,Android Phone / Tablet
11400105643,2020-03-07 04:14:31,I don't know or I'd rather not say,Slightly liberal,Yes,White or Caucasian,I'm not sure at this time,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,56601,18-29,Male,$10000-$24999,West North Central,Android Phone / Tablet
11400104702,2020-03-07 04:15:35,Yes I will likely vote in my state's Democratic primary or caucus,Slightly liberal,Yes,Black or African American,I'm not sure at this time,,,,I have not heard of any of these people,,,,I have not heard of any of these people,,,,I have not heard of any of these people,,,,I have not heard of any of these people,,,,I have not heard of any of these people,,,,,,
11400100939,2020-03-07 04:10:42,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,,,,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,14228,18-29,Male,$10000-$24999,Middle Atlantic,iOS Phone / Tablet
11400100165,2020-03-07 04:10:09,Yes I will likely vote in my state's Republican primary or caucus,Very conservative,Yes,Asian or Asian American,Probably the Republican nominee,,Rep. Tulsi Gabbard,,,,Rep. Tulsi Gabbard,,,,Rep. Tulsi Gabbard,,,,Rep. Tulsi Gabbard,,,,Rep. Tulsi Gabbard,,,92865,45-60,Male,$50000-$74999,Pacific,iOS Phone / Tablet
11400098616,2020-03-07 04:07:53,Yes I will likely vote in my state's Republican primary or caucus,Moderately conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,46819,30-44,Male,$75000-$99999,East North Central,Android Phone / Tablet
11400097643,2020-03-07 04:06:59,Yes I will likely vote in my state's Democratic primary or caucus,Slightly conservative,Yes,Hispanic or Latino,Probably the Democratic nominee,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,75228,18-29,Male,$50000-$74999,West South Central,Android Phone / Tablet
11400097028,2020-03-07 04:06:56,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,Asian or Asian American,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,,,,,Sen. Bernie Sanders,,,,,,94122,18-29,Male,Prefer not to answer,Pacific,Android Phone / Tablet
11400096769,2020-03-07 04:05:31,Yes I will likely vote in my state's Democratic primary or caucus,Very conservative,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,93003,30-44,Male,$25000-$49999,Pacific,iOS Phone / Tablet
11400095949,2020-03-07 04:05:17,Yes I will likely vote in my state's Republican primary or caucus,Moderately conservative,Yes,American Indian or Alaska Native,Probably the Republican nominee,,Rep. Tulsi Gabbard,,,,Rep. Tulsi Gabbard,,,,Rep. Tulsi Gabbard,,,,Rep. Tulsi Gabbard,,,,Rep. Tulsi Gabbard,,,95014,30-44,Male,$75000-$99999,Pacific,iOS Phone / Tablet
11400093737,2020-03-07 04:01:41,I don't know or I'd rather not say,Very conservative,Yes,American Indian or Alaska Native,I'm not sure at this time,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,,,,,Sen. Bernie Sanders,,,,,,91342,18-29,Male,$0-$9999,Pacific,iOS Phone / Tablet
11400088625,2020-03-07 03:58:26,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,94901,> 60,Male,$150000-$174999,Pacific,Android Phone / Tablet
11400086263,2020-03-07 03:54:35,Yes I will likely vote in my state's Democratic primary or caucus,Slightly liberal,Yes,White or Caucasian,I'm not sure at this time,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,19547,45-60,Male,$100000-$124999,Middle Atlantic,iOS Phone / Tablet
11400084310,2020-03-07 03:53:31,Yes I will likely vote in my state's Republican primary or caucus,Very conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,92691,> 60,Male,Prefer not to answer,Pacific,Windows Desktop / Laptop
11400082876,2020-03-07 03:52:01,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,I don't know or I'd rather not say,No,Another race,Neither / I don't intend to vote.,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,95503,> 60,Female,$50000-$74999,Pacific,Windows Desktop / Laptop
11400080568,2020-03-07 03:49:09,Yes I will likely vote in my state's Democratic primary or caucus,Neither liberal nor conservative,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,,,,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,,,,,,
11400079436,2020-03-07 03:47:58,Yes I will likely vote in my state's Democratic primary or caucus,Slightly liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,Rep. Tulsi Gabbard,,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,95051,45-60,Male,$200000+,Pacific,iOS Phone / Tablet
11400076543,2020-03-07 03:44:39,Yes I will likely vote in my state's Republican primary or caucus,Very conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,66713,> 60,Female,$75000-$99999,West North Central,Android Phone / Tablet
11400071409,2020-03-07 03:39:21,Yes I will likely vote in my state's Democratic primary or caucus,Slightly liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,15235,> 60,Female,$125000-$149999,Middle Atlantic,MacOS Desktop / Laptop
11400071160,2020-03-07 03:37:25,Yes I will likely vote in my state's Democratic primary or caucus,Slightly liberal,Yes,Another race,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,Rep. Tulsi Gabbard,,,93301,45-60,Female,$50000-$74999,Pacific,iOS Phone / Tablet
11400070123,2020-03-07 03:37:52,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,95035,> 60,Female,$25000-$49999,Pacific,MacOS Desktop / Laptop
11400067390,2020-03-07 03:34:39,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Neither liberal nor conservative,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,72227,> 60,Female,$25000-$49999,West South Central,iOS Phone / Tablet
11400066671,2020-03-07 03:31:51,Yes I will likely vote in my state's Republican primary or caucus,Slightly conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,1453,> 60,Male,$75000-$99999,New England,iOS Phone / Tablet
11400063329,2020-03-07 03:30:39,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,,,1463,45-60,Male,$75000-$99999,New England,Windows Desktop / Laptop
11400060805,2020-03-07 03:27:31,Yes I will likely vote in my state's Democratic primary or caucus,Slightly liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,34747,> 60,Male,$100000-$124999,South Atlantic,Android Phone / Tablet
11400060271,2020-03-07 03:25:28,Yes I will likely vote in my state's Democratic primary or caucus,Slightly liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,98626,> 60,Male,$75000-$99999,Pacific,Windows Desktop / Laptop
11400059223,2020-03-07 03:25:55,I don't know or I'd rather not say,I don't know or I'd rather not say,Yes,White or Caucasian,I'm not sure at this time,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,37715,45-60,Female,Prefer not to answer,East South Central,Android Phone / Tablet
11400058896,2020-03-07 03:25:33,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,Asian or Asian American,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,98106,45-60,Female,$50000-$74999,Pacific,Windows Desktop / Laptop
11400058313,2020-03-07 03:23:57,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,White or Caucasian,I'm not sure at this time,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,46217,45-60,Male,$100000-$124999,East North Central,Android Phone / Tablet
11400054779,2020-03-07 03:21:15,Yes I will likely vote in my state's Republican primary or caucus,Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,44057,18-29,Male,$10000-$24999,East North Central,Android Phone / Tablet
11400053069,2020-03-07 03:17:30,Yes I will likely vote in my state's Republican primary or caucus,Very conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,47250,45-60,Female,$75000-$99999,East North Central,iOS Phone / Tablet
11400046081,2020-03-07 03:11:04,Yes I will likely vote in my state's Republican primary or caucus,Moderately conservative,Yes,Black or African American,Probably the Republican nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,49546,> 60,Male,$25000-$49999,East North Central,Windows Desktop / Laptop
11400045357,2020-03-07 03:10:06,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,52172,> 60,Female,$50000-$74999,West North Central,MacOS Desktop / Laptop
